ENSEMBLID	Gene	ENTREZID
23761	ENSDARG00000005699	ddx19b	192339
23762	ENSDARG00000005738	rpf1	415250
23763	ENSDARG00000005775	scn8aa	58152
23764	ENSDARG00000005865	or91a1	100150515
23765	ENSDARG00000005908	clk4b	503607
23767	ENSDARG00000005945	sart1	436946
23768	ENSDARG00000005948	ankmy2a	334389
23769	ENSDARG00000005980	sfswap	394143
23770	ENSDARG00000006019	tktb	378713
23771	ENSDARG00000006062	akap1b	556208
23772	ENSDARG00000006110	chrd	30161
23773	ENSDARG00000006120	tbx2b	30253
23774	ENSDARG00000006174	lrrc23	450033
23775	ENSDARG00000006219	gnl3	321897
23776	ENSDARG00000006242	ptp4a1	493615
23777	ENSDARG00000006251	ell2	322997
23778	ENSDARG00000006288	prdm5	432371
23779	ENSDARG00000006307	shisa4	550567
23780	ENSDARG00000006316	rpl23a	335539
23781	ENSDARG00000006341	tas1r3	562318
23782	ENSDARG00000006345	med17	567560
23783	ENSDARG00000006353	itga5	386787
23784	ENSDARG00000006399	ywhae1	322060
23785	ENSDARG00000006408	hmgb3b	550466
23787	ENSDARG00000006524	supt6h	337866
23788	ENSDARG00000006527	brd3a	327372
23789	ENSDARG00000006580	cldnd	81583
23790	ENSDARG00000006584	phf8	566534
23791	ENSDARG00000006585	DMWD	571996
23792	ENSDARG00000006601	kaznb	790937
23793	ENSDARG00000006603	csrp1a	378726
23794	ENSDARG00000006604	nectin3b	541491
23795	ENSDARG00000006615	hnf1ba	792391
23796	ENSDARG00000006666	bud13	564510
23798	ENSDARG00000006782	rb1	777733
23799	ENSDARG00000006838	eef1a2	436644
23800	ENSDARG00000006923	cacna1ab	569528
23801	ENSDARG00000006963	cse1l	30707
23802	ENSDARG00000007024	uox	436604
23803	ENSDARG00000007040	tmigd1	559127
23804	ENSDARG00000007097	her13	550600
23805	ENSDARG00000007108	lipia	445105
23806	ENSDARG00000007130	mrto4	550350
23807	ENSDARG00000007149	l1cama	30634
23808	ENSDARG00000007181	nadk2	445071
23809	ENSDARG00000007184	zbtb16a	323269
23810	ENSDARG00000007195	grm2b	564461
23811	ENSDARG00000007207	cnpy2	664684
23812	ENSDARG00000007216	abce1	406324
23813	ENSDARG00000007217	wdr55	445394
23814	ENSDARG00000007220	ncam1b	114442
23816	ENSDARG00000007278	ect2	445406
23817	ENSDARG00000007279	yipf5	393265
23818	ENSDARG00000007406	phox2a	404602
23819	ENSDARG00000007407	barx1	553644
23821	ENSDARG00000007494	st3gal8	445567
23822	ENSDARG00000007566	appbp2	322995
23823	ENSDARG00000007601	ZMYND8	564460
23824	ENSDARG00000007630	mkrn2	170783
23825	ENSDARG00000007655	crybb1l3	566891
23826	ENSDARG00000007671	ghrb	560202
23827	ENSDARG00000007708	nsa2	321769
23828	ENSDARG00000007715	lgsn	567024
23829	ENSDARG00000007722	nudt8	791929
23830	ENSDARG00000007743	il15l	494451
23831	ENSDARG00000007744	tsr1	325037
23832	ENSDARG00000007751	lmnl3	195817
23833	ENSDARG00000007824	CAMTA1	497465
23834	ENSDARG00000007867	dazap2	324316
23836	ENSDARG00000007955	iars1	334393
23837	ENSDARG00000007988	masp2	560277
23838	ENSDARG00000008010	foxl2l	100004081
23839	ENSDARG00000008020	med31	436690
23840	ENSDARG00000008034	skib	30113
23841	ENSDARG00000008107	src	325084
23842	ENSDARG00000008142	stxbp3	406780
23843	ENSDARG00000008155	sms	80872
23844	ENSDARG00000008237	sars1	445405
23845	ENSDARG00000008255	cnot6a	324048
23846	ENSDARG00000008263	mfsd4ab	558146
23847	ENSDARG00000008434	bcl2l1	114401
23848	ENSDARG00000008473	ASB14	568371
23849	ENSDARG00000008541	chia.4	337333
23850	ENSDARG00000008542	yod1	550411
23851	ENSDARG00000008727	ranbp3a	394115
23852	ENSDARG00000008788	camk1gb	393802
23853	ENSDARG00000008808	eml2	569375
23854	ENSDARG00000008880	USP28	567050
23855	ENSDARG00000008890	ctns	553594
23856	ENSDARG00000008953	pofut1	403029
23858	ENSDARG00000009215	cldn29	550468
23859	ENSDARG00000009273	ppm1da	394065
23862	ENSDARG00000009438	myog	30200
23863	ENSDARG00000009524	rnf150b	792211
23864	ENSDARG00000009544	cldnb	81581
23865	ENSDARG00000009549	UBR4	407625
23866	ENSDARG00000009553	gng3	114462
23867	ENSDARG00000009612	chia.3	406819
23868	ENSDARG00000009653	lhfpl2a	402962
23869	ENSDARG00000009724	rpn2	335985
23870	ENSDARG00000009727	twf2b	553677
23871	ENSDARG00000009733	KIF21B	570502
23872	ENSDARG00000009754	zc3h11a	324551
23873	ENSDARG00000009771	ppme1	335124
23874	ENSDARG00000009822	her4.4	100149066
23875	ENSDARG00000009851	wdr41	571294
23876	ENSDARG00000009886	rnf114	414843
23877	ENSDARG00000009899	ZNF385A	100147851
23878	ENSDARG00000009942	cdc6	402825
23879	ENSDARG00000009958	cbl	492364
23880	ENSDARG00000010047	neu3.2	445250
23881	ENSDARG00000010052	ndrg3b	327395
23882	ENSDARG00000010085	p4ha2	373132
23883	ENSDARG00000010096	slc1a6	559270
23884	ENSDARG00000010132	dacha	192121
23885	ENSDARG00000010149	atp5fa1	553755
23886	ENSDARG00000010231	ppm1na	405817
23887	ENSDARG00000010238	rbm22	406495
23888	ENSDARG00000010385	septin4a	556486
23889	ENSDARG00000010487	sae1	415148
23890	ENSDARG00000010515	DVL1	569863
23891	ENSDARG00000010519	per3	58107
23893	ENSDARG00000010610	sarm1	403143
23894	ENSDARG00000010717	chchd10	393757
23895	ENSDARG00000010764	dhrs12la	677747
23896	ENSDARG00000010767	EPHA4	30687
23897	ENSDARG00000010782	ppt2a.2	393135
23898	ENSDARG00000010789	homer3b	394088
23899	ENSDARG00000010794	tfeb	562289
23900	ENSDARG00000010945	RAPGEF6	335032
23902	ENSDARG00000010978	TRMT1	553298
23903	ENSDARG00000011020	hnrnpa1a	393467
23904	ENSDARG00000011049	slc17a9b	436908
23908	ENSDARG00000011196	dnajc11a	322953
23909	ENSDARG00000011262	traip	402900
23910	ENSDARG00000011298	atf7a	566279
23911	ENSDARG00000011317	ADRA1B	100149100
23912	ENSDARG00000011371	zgc:64106	393348
23913	ENSDARG00000011400	tnnc1a	353247
23914	ENSDARG00000011407	col2a1b	503730
23915	ENSDARG00000011459	gsna	321099
23917	ENSDARG00000011488	sirt2	322309
23918	ENSDARG00000011490	scube3	100000687
23919	ENSDARG00000011510	rcc2	406455
23921	ENSDARG00000011570	pou6f1	30334
23923	ENSDARG00000011594	smarcb1b	30731
23924	ENSDARG00000011613	rbm39a	406251
23925	ENSDARG00000011671	PDE6B	559332
23926	ENSDARG00000011743	PIGO	563993
23927	ENSDARG00000011809	mical1	568573
23928	ENSDARG00000011879	foxn1	266748
23929	ENSDARG00000011921	txnl1	394113
23930	ENSDARG00000011926	tpgs2	431755
23931	ENSDARG00000011932	prkcbp1l	323479
23932	ENSDARG00000011945	slc35e1	406347
23933	ENSDARG00000012035	fbxo44.5	445148
23934	ENSDARG00000012125	CNGA1	572249
23935	ENSDARG00000012126	zgc:109965	619266
23936	ENSDARG00000012177	rab4b	445498
23937	ENSDARG00000012184	zgc:162872	100004931
23938	ENSDARG00000012204	CDK18	100150007
23939	ENSDARG00000012340	ptpn11b	393426
23940	ENSDARG00000012381	hsc70	393586
23941	ENSDARG00000012397	eya4	541552
23942	ENSDARG00000012399	adssl	192305
23943	ENSDARG00000012407	mgat1a	393649
23944	ENSDARG00000012409	rnf207b	568322
23945	ENSDARG00000012450	vmp1	336789
23947	ENSDARG00000012506	rnpep	437014
23948	ENSDARG00000012513	sdcbp2	325004
23949	ENSDARG00000012593	COL5A1	100334431
23950	ENSDARG00000012674	rpusd4	445101
23951	ENSDARG00000012723	rbm14a	323721
23952	ENSDARG00000012777	nucks1b	553506
23953	ENSDARG00000012820	nop56	394196
23954	ENSDARG00000012892	ammecr1	393553
23955	ENSDARG00000012899	ddx49	386632
23956	ENSDARG00000012915	ech1	450048
23957	ENSDARG00000012927	tcea2	393961
23958	ENSDARG00000012932	mat2b	541347
23959	ENSDARG00000012946	syap1	393916
23960	ENSDARG00000012949	SCML2	559561
23961	ENSDARG00000012953	mob1bb	407654
23962	ENSDARG00000012968	rhoub	550481
23965	ENSDARG00000013016	pole4	553610
23966	ENSDARG00000013087	ndrg3a	30286
23967	ENSDARG00000013122	maf1a	406750
23968	ENSDARG00000013150	dhx16	336645
23970	ENSDARG00000013227	glulc	566165
23972	ENSDARG00000013393	guca1b	140431
23973	ENSDARG00000013422	slc8a1a	553489
23974	ENSDARG00000013430	bhmt	322228
23975	ENSDARG00000013457	mtrex	406795
23976	ENSDARG00000013477	gata1a	30481
23978	ENSDARG00000013598	tnfb	554167
23980	ENSDARG00000013653	adgrl4	406676
23981	ENSDARG00000013655	tpd52l2b	322103
23982	ENSDARG00000013694	stimate	393439
23983	ENSDARG00000013726	ap4b1	393309
23984	ENSDARG00000013729	srsf6a	406775
23985	ENSDARG00000013749	slc25a55b	445054
23986	ENSDARG00000013755	actn3a	58037
23987	ENSDARG00000013776	thop1	436628
23988	ENSDARG00000013804	capns1b	560033
23989	ENSDARG00000013830	osbpl2b	334206
23990	ENSDARG00000013837	spo11	402982
23991	ENSDARG00000013838	sulf2b	322056
23992	ENSDARG00000013892	SORL1	497306
23993	ENSDARG00000013921	FRY	566822
23994	ENSDARG00000013963	mipb	553420
23995	ENSDARG00000014017	rrm1	30740
23996	ENSDARG00000014018	lhx1a	30463
23997	ENSDARG00000014053	olfm1b	445092
23998	ENSDARG00000014137	picalmb	445286
23999	ENSDARG00000014138	acot8	450052
24000	ENSDARG00000014179	pfkma	447836
24001	ENSDARG00000014201	otpa	560759
24002	ENSDARG00000014208	ppt2a.3	406830
24003	ENSDARG00000014274	rfc2	503748
24004	ENSDARG00000014292	med15	406346
24005	ENSDARG00000014324	sh2d5	541529
24006	ENSDARG00000014356	krt95	436665
24007	ENSDARG00000014358	optc	445189
24008	ENSDARG00000014386	galnt6	406477
24009	ENSDARG00000014430	rabgef1	393816
24010	ENSDARG00000014480	nr6a1b	497167
24011	ENSDARG00000014531	atg4a	554140
24012	ENSDARG00000014536	pfdn1	503766
24013	ENSDARG00000014592	DENND1A	556150
24014	ENSDARG00000014652	ankrd13b	568981
24015	ENSDARG00000014704	pgm2l1	449945
24016	ENSDARG00000014828	L3MBTL1	100321295
24017	ENSDARG00000014849	pih1d2	494086
24018	ENSDARG00000014891	robo2	60309
24019	ENSDARG00000014956	diablob	570425
24020	ENSDARG00000014966	ccdc82	327538
24021	ENSDARG00000015002	cdh4	30297
24022	ENSDARG00000015003	ARHGAP4	561231
24023	ENSDARG00000015010	odad1	492767
24024	ENSDARG00000015025	l1camb	30656
24025	ENSDARG00000015033	slc23a1	559435
24028	ENSDARG00000015134	camkk1b	100170786
24029	ENSDARG00000015153	wdr91	402898
24030	ENSDARG00000015156	FBLN2	553503
24031	ENSDARG00000015208	rbb4l	322129
24032	ENSDARG00000015221	nsrp1	323926
24033	ENSDARG00000015240	cdkl5	559341
24034	ENSDARG00000015343	pgd	406762
24035	ENSDARG00000015352	lsg1	323464
24036	ENSDARG00000015394	thoc7	445035
24037	ENSDARG00000015460	racgap1	323197
24038	ENSDARG00000015546	alpl	393982
24039	ENSDARG00000015557	zgc:100829	445149
24040	ENSDARG00000015676	nmd3	541444
24041	ENSDARG00000015822	sesn3	406840
24042	ENSDARG00000015823	vps26b	406684
24043	ENSDARG00000015835	eif4e2rs1	393732
24044	ENSDARG00000015876	npas1	559419
24045	ENSDARG00000015902	stat6	337413
24046	ENSDARG00000015915	SLC25A36	558307
24047	ENSDARG00000015917	rnft1	406509
24048	ENSDARG00000015918	dlat	324201
24049	ENSDARG00000015955	cldn3d	81582
24050	ENSDARG00000015968	rabgef1l	393915
24051	ENSDARG00000015970	PHIP	569727
24052	ENSDARG00000015971	rapgef1b	394101
24053	ENSDARG00000015990	hcfc1a	564853
24054	ENSDARG00000015997	mfsd5	436986
24055	ENSDARG00000016048	gpat3	436958
24056	ENSDARG00000016088	rtn2a	569502
24057	ENSDARG00000016095	HTR6	568269
24058	ENSDARG00000016200	trib3	405805
24059	ENSDARG00000016238	arl6ip5b	436790
24060	ENSDARG00000016256	nudt3a	394120
24061	ENSDARG00000016290	clca1	334289
24062	ENSDARG00000016391	calcoco1b	386968
24063	ENSDARG00000016396	fam219aa	445197
24064	ENSDARG00000016448	vtg3	30518
24065	ENSDARG00000016463	trappc6b	450008
24066	ENSDARG00000016484	dkc1	613144
24067	ENSDARG00000016543	mrm3a	550390
24068	ENSDARG00000016551	IQSEC1	100148736
24069	ENSDARG00000016570	prlra	407651
24070	ENSDARG00000016649	akr7a3	436642
24072	ENSDARG00000016724	nkapd1	556473
24073	ENSDARG00000016725	gadd45gb.1	406507
24074	ENSDARG00000016742	rgs7bpb	337556
24075	ENSDARG00000016753	ipo9	406860
24076	ENSDARG00000016754	tbca	394029
24077	ENSDARG00000016773	cishb	100136861
24078	ENSDARG00000016782	HUWE1	559439
24079	ENSDARG00000016783	srsf6b	494133
24080	ENSDARG00000016789	zgc:152891	767741
24081	ENSDARG00000016858	smad7	326282
24082	ENSDARG00000016864	farsb	493608
24083	ENSDARG00000016903	wdr5	406372
24084	ENSDARG00000016918	ace2	492331
24085	ENSDARG00000017037	ikbkg	541530
24086	ENSDARG00000017121	mafba	30210
24088	ENSDARG00000017261	gdpd1	445504
24089	ENSDARG00000017274	opn1sw2	30435
24090	ENSDARG00000017312	lmbrd2b	335257
24091	ENSDARG00000017337	C11H6orf120	402944
24092	ENSDARG00000017340	uts2b	402853
24093	ENSDARG00000017385	b9d2	436667
24094	ENSDARG00000017388	gstt1b	393556
24095	ENSDARG00000017439	eif4ba	553214
24096	ENSDARG00000017490	cel.1	322481
24097	ENSDARG00000017525	ccnt1	334465
24098	ENSDARG00000017602	ccng2	266794
24099	ENSDARG00000017659	sephs3	352933
24100	ENSDARG00000017673	nova2	553201
24101	ENSDARG00000017710	ppp1r14ab	393783
24102	ENSDARG00000017781	hsd17b10	450078
24103	ENSDARG00000017799	TGM1	100334173
24105	ENSDARG00000017813	pigs	767675
24106	ENSDARG00000017821	gata5	30482
24107	ENSDARG00000017843	srsf1b	393565
24108	ENSDARG00000017844	copz1	57970
24109	ENSDARG00000017891	tcp1	30477
24110	ENSDARG00000017986	VPS13D	567879
24111	ENSDARG00000018040	MSANTD4	570586
24112	ENSDARG00000018073	mrps22	556778
24113	ENSDARG00000018110	pak4	431769
24114	ENSDARG00000018146	gpx1a	352926
24115	ENSDARG00000018174	gnai2a	336421
24116	ENSDARG00000018179	acvrl1	266753
24117	ENSDARG00000018260	bmp7a	30584
24118	ENSDARG00000018264	trim101	445187
24119	ENSDARG00000018334	rpl35	192299
24121	ENSDARG00000018404	krt18a.1	352912
24122	ENSDARG00000018411	mknk1	555974
24123	ENSDARG00000018423	sulf2a	393910
24124	ENSDARG00000018521	or70a12	80360
24125	ENSDARG00000018650	gtpbp3	553807
24126	ENSDARG00000018658	aar2	431768
24128	ENSDARG00000018691	phf2	503778
24129	ENSDARG00000018738	zw10	393110
24130	ENSDARG00000018757	klf5l	562670
24131	ENSDARG00000018840	trpc4apa	58090
24132	ENSDARG00000018854	scaf4b	552961
24133	ENSDARG00000018966	cyb5r1	336553
24134	ENSDARG00000018967	GABBR1	373873
24135	ENSDARG00000018968	acvr1ba	30183
24136	ENSDARG00000018971	b3gnt5a	336526
24137	ENSDARG00000018973	clptm1	795480
24138	ENSDARG00000019013	barhl1b	553186
24139	ENSDARG00000019025	PODN	100536479
24140	ENSDARG00000019060	snx12	394098
24141	ENSDARG00000019160	sh3bp5la	406439
24142	ENSDARG00000019205	FAM120C	557842
24143	ENSDARG00000019208	camsap1a	402833
24144	ENSDARG00000019231	sptan1	553383
24146	ENSDARG00000019280	LARS1	569778
24147	ENSDARG00000019304	phactr3b	553558
24148	ENSDARG00000019311	fbxo30b	393404
24149	ENSDARG00000019312	rab39ba	562596
24150	ENSDARG00000019365	krt99	550250
24152	ENSDARG00000019444	ssr4	326701
24153	ENSDARG00000019457	tfe3b	564996
24154	ENSDARG00000019501	pcnx3	107992390
24155	ENSDARG00000019503	zgc:103759	449987
24156	ENSDARG00000019646	twist3	30176
24157	ENSDARG00000019651	zgc:162239	558037
24158	ENSDARG00000019660	rxfp2b	566888
24160	ENSDARG00000019702	aldocb	369193
24161	ENSDARG00000019707	spout1	447888
24164	ENSDARG00000019774	zhx3b	386659
24165	ENSDARG00000019797	qrich1	336260
24167	ENSDARG00000019874	HSPH1	557824
24168	ENSDARG00000019897	gpat4	678522
24169	ENSDARG00000019941	sgta	336867
24170	ENSDARG00000019949	serpinh1b	30449
24171	ENSDARG00000020043	cnot8	406788
24172	ENSDARG00000020072	thbs4b	252850
24173	ENSDARG00000020102	kctd16b	569756
24174	ENSDARG00000020107	usp2a	494031
24175	ENSDARG00000020122	endou2	553584
24176	ENSDARG00000020191	ppef1	559132
24177	ENSDARG00000020241	icmt	550281
24178	ENSDARG00000020328	PLEKHA6	568764
24179	ENSDARG00000020483	lta	554305
24180	ENSDARG00000020497	rab7a	393902
24181	ENSDARG00000020544	rem1	394149
24183	ENSDARG00000020595	gnl3l	442932
24184	ENSDARG00000020606	nfe2	317765
24185	ENSDARG00000020610	tnnt2a	58071
24186	ENSDARG00000020645	slc7a3a	492363
24187	ENSDARG00000020647	trpc4apb	58089
24188	ENSDARG00000020676	dpp3	322527
24189	ENSDARG00000020699	slc9a8	494043
24190	ENSDARG00000020730	smpd4	793294
24191	ENSDARG00000020758	tmem178a	767702
24192	ENSDARG00000020761	arrdc2	335206
24193	ENSDARG00000020764	slmapb	393146
24194	ENSDARG00000020788	sla2b	568515
24195	ENSDARG00000020811	efemp2b	405787
24197	ENSDARG00000020840	mcrs1	406557
24198	ENSDARG00000020884	gli2b	548610
24199	ENSDARG00000020887	armc1l	321240
24200	ENSDARG00000020891	PARL	792889
24202	ENSDARG00000020964	thap12b	436953
24203	ENSDARG00000021046	rhbdd1	550277
24204	ENSDARG00000021059	alas1	64608
24205	ENSDARG00000021149	cbr1l	337696
24207	ENSDARG00000021241	zgc:165604	792578
24208	ENSDARG00000021252	cct6a	116994
24209	ENSDARG00000021343	wsb1	323226
24210	ENSDARG00000021351	nefma	553718
24211	ENSDARG00000021383	naalad2	393247
24212	ENSDARG00000021408	poglut3	566063
24213	ENSDARG00000021494	hnf4a	322358
24214	ENSDARG00000021539	ephb2b	554232
24215	ENSDARG00000021550	rad23b	393536
24216	ENSDARG00000021573	slc16a7	641419
24217	ENSDARG00000021582	dynlrb1	394163
24219	ENSDARG00000021633	sh3bgr	445130
24220	ENSDARG00000021838	rps23	100000341
24221	ENSDARG00000021945	ddx23	334283
24222	ENSDARG00000021984	ndufa2	554125
24223	ENSDARG00000021985	ercc2	393900
24224	ENSDARG00000022218	uck1	447928
24225	ENSDARG00000022295	hnf1bb	324283
24226	ENSDARG00000022319	or70a15	100150369
24228	ENSDARG00000022378	mtmr1b	541517
24229	ENSDARG00000022456	eno1a	334116
24230	ENSDARG00000022509	cox4i2	393776
24231	ENSDARG00000022560	clcnk	393353
24232	ENSDARG00000022569	nkx6.1	436748
24234	ENSDARG00000022623	fbxo44.1	494034
24235	ENSDARG00000022648	otud3	405858
24236	ENSDARG00000022698	lad1	558327
24238	ENSDARG00000022853	EOGT	798087
24240	ENSDARG00000023062	ccn1	403033
24241	ENSDARG00000023152	wdr73	550339
24242	ENSDARG00000023176	tdo2b	334082
24243	ENSDARG00000023190	kpna4	327373
24244	ENSDARG00000023362	nr5a1b	405759
24245	ENSDARG00000023445	atp2b3b	558525
24246	ENSDARG00000023508	ankrd49	550246
24248	ENSDARG00000023536	nnt	406619
24250	ENSDARG00000023648	idh3g	550579
24251	ENSDARG00000023703	kctd6b	436601
24252	ENSDARG00000023768	mfsd4aa	393503
24253	ENSDARG00000023814	dyrk1ab	327466
24254	ENSDARG00000023820	faxdc2	406828
24255	ENSDARG00000023840	pfkfb2a	393983
24256	ENSDARG00000023852	lsm4	393669
24258	ENSDARG00000024026	sdf2	336879
24259	ENSDARG00000024047	tmem38a	393874
24260	ENSDARG00000024139	p2rx8	387299
24261	ENSDARG00000024219	cdk5rap2	334460
24262	ENSDARG00000024295	slc11a2	678623
24263	ENSDARG00000024815	ogfr2	368398
24264	ENSDARG00000024831	crhbp	445065
24265	ENSDARG00000024895	fam50a	550329
24266	ENSDARG00000024920	tlcd5a	562331
24267	ENSDARG00000024954	tmed4	415224
24268	ENSDARG00000024966	MARK4	571279
24269	ENSDARG00000025147	cd63	321461
24270	ENSDARG00000025174	zgc:103482	450001
24272	ENSDARG00000025212	ints11	553648
24273	ENSDARG00000025302	dixdc1a	360137
24274	ENSDARG00000025386	lsm14b	393140
24275	ENSDARG00000025421	tdrd3	402828
24277	ENSDARG00000025504	gucy2f	140424
24278	ENSDARG00000025522	sgk1	324140
24279	ENSDARG00000025554	wdr83os	393689
24280	ENSDARG00000025559	pex11g	563203
24281	ENSDARG00000025567	nf2b	405887
24282	ENSDARG00000025581	rpl10	336712
24283	ENSDARG00000025595	agmo	405819
24284	ENSDARG00000025600	or30by1	554781
24285	ENSDARG00000025658	or42e3	791954
24286	ENSDARG00000025671	grm6b	565450
24287	ENSDARG00000025679	comtb	565370
24288	ENSDARG00000025699	mbd1b	334386
24289	ENSDARG00000025703	DMGDH	100141496
24290	ENSDARG00000025718	cxxc1b	360150
24291	ENSDARG00000025766	dtx3	393500
24292	ENSDARG00000025788	chp2	327599
24293	ENSDARG00000025847	sox12	562381
24294	ENSDARG00000025850	rps21	394166
24295	ENSDARG00000025902	PLEKHG5	562861
24296	ENSDARG00000025903	lgals9l1	337597
24297	ENSDARG00000025920	TIAM1	100330358
24298	ENSDARG00000025977	blmh	336541
24299	ENSDARG00000026035	ube2b	437020
24301	ENSDARG00000026098	si:dkey-13a21.4	494576
24302	ENSDARG00000026149	slc46a1	393255
24303	ENSDARG00000026180	prpf8	393951
24304	ENSDARG00000026236	zgc:56585	393297
24305	ENSDARG00000026248	slc1a7b	100463517
24306	ENSDARG00000026296	zgc:112994	553736
24307	ENSDARG00000026333	xkr7b	497073
24308	ENSDARG00000026348	csad	492476
24309	ENSDARG00000026448	med29	797134
24310	ENSDARG00000026499	ppm1e	553417
24311	ENSDARG00000026540	ppp4r2a	326723
24312	ENSDARG00000026577	cdk2	406715
24313	ENSDARG00000026595	pafah1b1b	394247
24314	ENSDARG00000026634	ehmt1b	402830
24315	ENSDARG00000026654	gosr1	100001316
24316	ENSDARG00000026680	slc25a14	393133
24317	ENSDARG00000026704	ftr72	492515
24318	ENSDARG00000026753	GRIK4	556582
24319	ENSDARG00000026784	ROBO1	30769
24320	ENSDARG00000026787	aqp7	334529
24321	ENSDARG00000026806	taf8	393256
24323	ENSDARG00000026882	palm1a	550557
24324	ENSDARG00000026895	tor1l3	393830
24325	ENSDARG00000026907	slc48a1a	436697
24326	ENSDARG00000026967	ap2s1	100148085
24327	ENSDARG00000026985	lims1	554019
24328	ENSDARG00000027041	pcdh17	561336
24329	ENSDARG00000027065	slc38a3a	100073328
24330	ENSDARG00000027112	ephb4b	30691
24331	ENSDARG00000027131	tmem169a	558357
24332	ENSDARG00000027183	nampt2	324211
24333	ENSDARG00000027236	rs1a	445044
24335	ENSDARG00000027403	zgpat	393457
24336	ENSDARG00000027418	trappc4	393737
24337	ENSDARG00000027495	elovl4b	335732
24338	ENSDARG00000027658	irf10	405815
24339	ENSDARG00000027724	DGKB	557324
24340	ENSDARG00000027744	gadd45ba	406304
24341	ENSDARG00000027797	ADCY6	560807
24342	ENSDARG00000027803	sbds	394096
24343	ENSDARG00000027828	grin1a	767745
24344	ENSDARG00000028066	diras1a	327577
24345	ENSDARG00000028096	cldn23.1	553515
24346	ENSDARG00000028106	glrx	449769
24347	ENSDARG00000028118	DSCAM	386937
24348	ENSDARG00000028257	CYB561A3	564404
24349	ENSDARG00000028306	prph	30259
24350	ENSDARG00000028322	PEX14	559933
24351	ENSDARG00000028335	hmga1a	406447
24352	ENSDARG00000028348	pax3b	100150137
24353	ENSDARG00000028448	edem2	402801
24354	ENSDARG00000028552	PLPPR3	570173
24355	ENSDARG00000028625	jph2	553333
24356	ENSDARG00000028628	GDAP1L1	562163
